client,asana_gid,hours,title
Baseline,1199512980881560,8.75,New Summerize Video Feature (8) - 8.75h
Baseline,1200277058462584,45.00,Match Mode App Additions (46) - 45 h
Mobileye,1167722978011275,10.00,2 Olympics clips - 10h
Mobileye,1168394344059379,5.00,מבצע דיל לדיוור- 5
Mobileye,1168791803782613,19.00,School bus Image - 19h
Mobileye,1172947537879791,19.00,30 Nis Campaign - 19h
Mobileye,1174646276818101,20.00, Shield+ Turn Assistant Clip - German - (20) 20h
Mobileye,1176213424530155,56.50,AV clip May 2020 - 56.5h
Mobileye,1180537194189010,17.50,מצלמות דרך- 17.5h
Mobileye,1183651536624189,1.00,Safe Summer - 1h
Mobileye,1186155594486789,0.25,Mobileye deal logo - 0.25h
Mobileye,1187181940628059,13.50,Employee information presentation (12-16) - 13.5h
Mobileye,1189444191356905,2.25,"Data Video - French, German, Spanish & Italian subtitles (8)- 14h + 2.25h"
Mobileye,1189490364006515,16.75,Israel Mapping video - 16.75h
Mobileye,1190480833611425,9.00,AV short clips - 9h
Mobileye,1190500326037221,1.25,Road Risk Score Icon - Data video - 1.25H
Mobileye,1191334370804977,136.25,RSS 5 Rules clip - 136.25h
Mobileye,1192650069581105,5.50,MAN Footage project 1+2 (16h) - 5.5h
Mobileye,1195280007345009,10.50,Private car - Sensor suite - 10.5h
Mobileye,1196737767952393,9.00,ESRI italy video - 9h
Mobileye,1198503404264553,67.00,Tali - Lane marks scoring clip Hebrew - 67h
Mobileye,1198510529192709,2.50,Data video - Polish Subtitles - 2.5h
Mobileye,1198962281681918,96.00,RSS 5 Rule 3 - 96h
Mobileye,1199153277012295,2.00,Tali - Av clip + Data clip sub & headlines removal - 2h
Mobileye,1199162768837949,22.50,RSS 5 Rule 4 - 22.5h
Mobileye,1199162768837951,17.50,RSS 5 Rule 5 - 17.5h
Mobileye,1199347681045601,47.75,Tzahi - Munich Short + Long AV clip - 47.75h
Mobileye,1199359195929316,97.75,RSS 5 Rules all together -97.75h
Mobileye,1199359195929317,37.75,Logo animation opt1 - 37.75h
Mobileye,1199359195929319,70.00,New logo reveal video - 70h
Mobileye,1199410024807617,1.50,Tzahi AV clip 4 jan 2021 - 1.5hr
Mobileye,1199510737768599,2.00,Radar/lidar clip - 2h
Mobileye,1199516607727167,5.00,Tzahi AV clip 31 Dec 2020 - 5h
Mobileye,1199531016735081,5.00,Intro & Outro replacement - 5h
Mobileye,1199608924664439,8.00,Logo animation opt2 - 8h
Mobileye,1199619992388697,17.00,RSS 5 Rule 3 part 2 New - 17h
Mobileye,1199620733726877,14.75,RSS 5 Rule 4 New - 14.75h
Mobileye,1199712464147197,4.50,R/L AV clip - 4.5h
Mobileye,1199939279449943,6.75,Presentation template (8) - 6.75h
Mobileye,1200104600745694,2.00,FB Post - pessah - Matan - 2h
Mobileye,1200151526209987,5.00,Tzahi AV clip 6 Apr 2021 - 5hr
Mobileye,1200220777138728,3.50,Matan - export videos without graphic layer - 3.5
Mobileye,1200258334799087,70.00,PPT OEM - 70h
Mobileye,1200283390534619,2.50,Shield + bus - Image from video - 2.5h
Mobileye,1200306116903716,6.50,"EyeQ image making -6.5h
"
Mobileye,1200317124477877,5.25,Tzachi av clip 11/5- 5.25hr
Mobileye,1200371409795219,14.75,Update Shield video (13h-3d & 2h-ae)-14.75h
Mobileye,1200392133411568,6.50,Chinese Translation FMS - 6.5 h
Mobileye,1200400956059636,7.75,Tzahi AV clip 30 May 2021 - 7.75h
Mobileye,1200515549534893,66.50,"Shield+ Connect PPT (1-3h per slide, ~70h total) - 66.5h"
Mobileye,1200557272625629,0.50,Map video without titles (0.5h) - 0.5
Mobileye,1200618851147342,53.25,AV clip 20.7.21 (~40-50h) - 53.25h
Mobileye,1200800082294452,69.50,RSS new rule #5 - 69.5h
Mobileye,1200921236312815,4.00,Deck Charts conversion - 4h
Mobileye,1201209798040378,27.25,New Intro - 27.25h
Mobileye,1201209798040380,28.50,New outro - 28.5h
Mobileye,1201234488496628,4.00,HR Stickers for students (3-4h) - 4
Mobileye,1201311174613247,27.50,Narration RSS (17h+8.5h) - 27.5h
Mobileye,1201485324337372,31.75,Rss rule 4 (16h-30h) - 31.75h
Mobileye,1201610547079541,8.00,Blurring Plates - 8h
Mobileye,1201619383042986,11.00,Stitching rules together - 11h
Mobileye,1201656365081049,2.50,Purchase of video - 2.5h
Mobileye,1201656365081056,6.00,RSS sound editing - 6h  
Mobileye,1201671036597927,7.75,Mobileye HR - Strategy Intel - (8h) -  7.75h
Mobileye,1201704173132712,1.00,RSS gif export - 1hr
Mobileye,1201999456549929,8.00,Mobileye RSS HD(4-8h) - 8h
Mobileye,1202694384858469,2.50,Mobileye's fisheye Video meeting and kickoff  - 2.5
Mobileye,1202704603271828,3.00,Mini site assets - 3h
Mobileye,1202704603271835,7.50,Brief for 3d -7.5h
Mobileye,1202704603271837,7.00,Design -7h
Mobileye,1202704603271839,25.00,Editing - 25h
Mobileye,1202704603271841,13.50,Animation - 13.5h
Mobileye,1202931001849296,14.50,Minisite short video - 14.5h
Mobileye,1202931351354732,27.50,animating new shot - 27.5h
Mobileye,1203473964252728,9.00,Urgent Fixes for video - 9h
Autofleet,1205149684818294,0.50,thank you message on form (0.5h) - 0.5h
Autofleet,1205171364446545,0.50,Fixing bugs caused by autofleet (0.5h) - 0.5h
Barbahar,237010907991805,4.50,עיצוב שובר מתנה - 4.5 
Barbahar,266627813635858,5.00,תפריט קבוצות - 5
Barbahar,1120735010121857,1.25,Take away menu update - 1.25h 
Nominal,1206763439665981,18.00,Changes phase 1 (18h) - 18h
Nextage,1202366880661143,12.25,6/2 small changes (10h+4h) - 12.25h
Fiverr,1200702606567606,8.00,Design update (8-10) - 8h
Fiverr,1202171584111894,35.75,Desktop design (48h) - 35.75h
Arison,1199905657103276,32.00,Mobile adjustments (32>35h) - 32h
Nextage,1200860612525753,5.50,Logo touchups (5h) - 5.5h
Nextage,1202066981608834,11.75,Additional hours (11.5h) - 11.75h
OFFF tlv,1140030969488117,5.50,Slides - 5.5h
OFFF tlv,1138928348999059,4.75,Cocktail party invitation - 4.75h
Ception,1200699944317196,3.00,office design - 3h
Ception,1199543148120461,33.75,3D Animations for Presentation (32+1) - 33.75h
Ception,1202121867015054,4.00,Passover digital card (6h) - 4h
Studio,662686336609408,10.50,join us animation-10.5 h
Baseline,1200401048158256,11.75,ux\ui update (16-20) - 11.75
Autofleet,705238792060760,5.00,Hiring Post - 5hr
Autofleet,807968860625557,12.00,Autofleet Main dashboard - 12h
Baseline,1126927475381457,19.00,App Additions - 19h
